"strategy","phase_1_vaccine_transmission_reduction","phase_2_3_vaccine_transmission_reduction","vaccine_uptake","relax_strategies","unmitigated_reproduction_rate","effect","change_in_HALYs","type"
"Tight Suppression",50,50,90,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",50,50,90,0,3.125,"Road Traffic Injury",10.2,"Morbidity"
"Tight Suppression",50,50,90,0,3.75,"Road Traffic Injury",24.11,"Morbidity"
"Tight Suppression",50,50,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",50,50,90,1,3.125,"Road Traffic Injury",8.86,"Morbidity"
"Tight Suppression",50,50,90,1,3.75,"Road Traffic Injury",25.98,"Morbidity"
"Tight Suppression",50,75,90,0,2.5,"Road Traffic Injury",0.04,"Morbidity"
"Tight Suppression",50,75,90,0,3.125,"Road Traffic Injury",7.91,"Morbidity"
"Tight Suppression",50,75,90,0,3.75,"Road Traffic Injury",16.92,"Morbidity"
"Tight Suppression",50,75,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",50,75,90,1,3.125,"Road Traffic Injury",6.61,"Morbidity"
"Tight Suppression",50,75,90,1,3.75,"Road Traffic Injury",18.91,"Morbidity"
"Tight Suppression",50,90,90,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",50,90,90,0,3.125,"Road Traffic Injury",7.28,"Morbidity"
"Tight Suppression",50,90,90,0,3.75,"Road Traffic Injury",14.27,"Morbidity"
"Tight Suppression",50,90,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",50,90,90,1,3.125,"Road Traffic Injury",6.32,"Morbidity"
"Tight Suppression",50,90,90,1,3.75,"Road Traffic Injury",15.72,"Morbidity"
"Tight Suppression",75,50,90,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,50,90,0,3.125,"Road Traffic Injury",5.38,"Morbidity"
"Tight Suppression",75,50,90,0,3.75,"Road Traffic Injury",18.23,"Morbidity"
"Tight Suppression",75,50,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,50,90,1,3.125,"Road Traffic Injury",4.62,"Morbidity"
"Tight Suppression",75,50,90,1,3.75,"Road Traffic Injury",19.46,"Morbidity"
"Tight Suppression",75,75,90,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,75,90,0,3.125,"Road Traffic Injury",4.56,"Morbidity"
"Tight Suppression",75,75,90,0,3.75,"Road Traffic Injury",13.77,"Morbidity"
"Tight Suppression",75,75,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,75,90,1,3.125,"Road Traffic Injury",3.29,"Morbidity"
"Tight Suppression",75,75,90,1,3.75,"Road Traffic Injury",13.24,"Morbidity"
"Tight Suppression",75,90,90,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,90,90,0,3.125,"Road Traffic Injury",3.68,"Morbidity"
"Tight Suppression",75,90,90,0,3.75,"Road Traffic Injury",13.22,"Morbidity"
"Tight Suppression",75,90,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,90,90,1,3.125,"Road Traffic Injury",3.12,"Morbidity"
"Tight Suppression",75,90,90,1,3.75,"Road Traffic Injury",12.65,"Morbidity"
"Tight Suppression",90,50,90,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,50,90,0,3.125,"Road Traffic Injury",1.98,"Morbidity"
"Tight Suppression",90,50,90,0,3.75,"Road Traffic Injury",13.05,"Morbidity"
"Tight Suppression",90,50,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,50,90,1,3.125,"Road Traffic Injury",1.48,"Morbidity"
"Tight Suppression",90,50,90,1,3.75,"Road Traffic Injury",14.47,"Morbidity"
"Tight Suppression",90,75,90,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,75,90,0,3.125,"Road Traffic Injury",1.78,"Morbidity"
"Tight Suppression",90,75,90,0,3.75,"Road Traffic Injury",12.39,"Morbidity"
"Tight Suppression",90,75,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,75,90,1,3.125,"Road Traffic Injury",1.35,"Morbidity"
"Tight Suppression",90,75,90,1,3.75,"Road Traffic Injury",11.32,"Morbidity"
"Tight Suppression",90,90,90,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,90,90,0,3.125,"Road Traffic Injury",1.5,"Morbidity"
"Tight Suppression",90,90,90,0,3.75,"Road Traffic Injury",12,"Morbidity"
"Tight Suppression",90,90,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,90,90,1,3.125,"Road Traffic Injury",0.78,"Morbidity"
"Tight Suppression",90,90,90,1,3.75,"Road Traffic Injury",11.19,"Morbidity"
"Tight Suppression",50,50,60,0,2.5,"Road Traffic Injury",0.75,"Mortality"
"Tight Suppression",50,50,60,0,3.125,"Road Traffic Injury",93.26,"Mortality"
"Tight Suppression",50,50,60,0,3.75,"Road Traffic Injury",173.96,"Mortality"
"Tight Suppression",50,50,60,1,2.5,"Road Traffic Injury",0.41,"Mortality"
"Tight Suppression",50,50,60,1,3.125,"Road Traffic Injury",94.63,"Mortality"
"Tight Suppression",50,50,60,1,3.75,"Road Traffic Injury",177.38,"Mortality"
"Tight Suppression",50,75,60,0,2.5,"Road Traffic Injury",0.39,"Mortality"
"Tight Suppression",50,75,60,0,3.125,"Road Traffic Injury",75.49,"Mortality"
"Tight Suppression",50,75,60,0,3.75,"Road Traffic Injury",153.03,"Mortality"
"Tight Suppression",50,75,60,1,2.5,"Road Traffic Injury",0.24,"Mortality"
"Tight Suppression",50,75,60,1,3.125,"Road Traffic Injury",62.76,"Mortality"
"Tight Suppression",50,75,60,1,3.75,"Road Traffic Injury",160.91,"Mortality"
"Tight Suppression",50,90,60,0,2.5,"Road Traffic Injury",0.34,"Mortality"
"Tight Suppression",50,90,60,0,3.125,"Road Traffic Injury",62.64,"Mortality"
"Tight Suppression",50,90,60,0,3.75,"Road Traffic Injury",127.33,"Mortality"
"Tight Suppression",50,90,60,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",50,90,60,1,3.125,"Road Traffic Injury",57.65,"Mortality"
"Tight Suppression",50,90,60,1,3.75,"Road Traffic Injury",136.6,"Mortality"
"Tight Suppression",75,50,60,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,50,60,0,3.125,"Road Traffic Injury",72.12,"Mortality"
"Tight Suppression",75,50,60,0,3.75,"Road Traffic Injury",156.36,"Mortality"
"Tight Suppression",75,50,60,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,50,60,1,3.125,"Road Traffic Injury",60.33,"Mortality"
"Tight Suppression",75,50,60,1,3.75,"Road Traffic Injury",162.3,"Mortality"
"Tight Suppression",75,75,60,0,2.5,"Road Traffic Injury",0.77,"Mortality"
"Tight Suppression",75,75,60,0,3.125,"Road Traffic Injury",51.16,"Mortality"
"Tight Suppression",75,75,60,0,3.75,"Road Traffic Injury",130.75,"Mortality"
"Tight Suppression",75,75,60,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,75,60,1,3.125,"Road Traffic Injury",44.76,"Mortality"
"Tight Suppression",75,75,60,1,3.75,"Road Traffic Injury",135.6,"Mortality"
"Tight Suppression",75,90,60,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,90,60,0,3.125,"Road Traffic Injury",47.68,"Mortality"
"Tight Suppression",75,90,60,0,3.75,"Road Traffic Injury",100.87,"Mortality"
"Tight Suppression",75,90,60,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,90,60,1,3.125,"Road Traffic Injury",41.59,"Mortality"
"Tight Suppression",75,90,60,1,3.75,"Road Traffic Injury",108.8,"Mortality"
"Tight Suppression",90,50,60,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,50,60,0,3.125,"Road Traffic Injury",42.5,"Mortality"
"Tight Suppression",90,50,60,0,3.75,"Road Traffic Injury",149.35,"Mortality"
"Tight Suppression",90,50,60,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,50,60,1,3.125,"Road Traffic Injury",44.99,"Mortality"
"Tight Suppression",90,50,60,1,3.75,"Road Traffic Injury",159.43,"Mortality"
"Tight Suppression",90,75,60,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,75,60,0,3.125,"Road Traffic Injury",38.9,"Mortality"
"Tight Suppression",90,75,60,0,3.75,"Road Traffic Injury",111.25,"Mortality"
"Tight Suppression",90,75,60,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,75,60,1,3.125,"Road Traffic Injury",32.13,"Mortality"
"Tight Suppression",90,75,60,1,3.75,"Road Traffic Injury",121.61,"Mortality"
"Tight Suppression",90,90,60,0,2.5,"Road Traffic Injury",0.21,"Mortality"
"Tight Suppression",90,90,60,0,3.125,"Road Traffic Injury",34.17,"Mortality"
"Tight Suppression",90,90,60,0,3.75,"Road Traffic Injury",90.66,"Mortality"
"Tight Suppression",90,90,60,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,90,60,1,3.125,"Road Traffic Injury",30.14,"Mortality"
"Tight Suppression",90,90,60,1,3.75,"Road Traffic Injury",96.08,"Mortality"
"Tight Suppression",50,50,75,0,2.5,"Road Traffic Injury",0.2,"Mortality"
"Tight Suppression",50,50,75,0,3.125,"Road Traffic Injury",73.29,"Mortality"
"Tight Suppression",50,50,75,0,3.75,"Road Traffic Injury",158.63,"Mortality"
"Tight Suppression",50,50,75,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",50,50,75,1,3.125,"Road Traffic Injury",67.33,"Mortality"
"Tight Suppression",50,50,75,1,3.75,"Road Traffic Injury",165.64,"Mortality"
"Tight Suppression",50,75,75,0,2.5,"Road Traffic Injury",0.31,"Mortality"
"Tight Suppression",50,75,75,0,3.125,"Road Traffic Injury",58.54,"Mortality"
"Tight Suppression",50,75,75,0,3.75,"Road Traffic Injury",125.14,"Mortality"
"Tight Suppression",50,75,75,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",50,75,75,1,3.125,"Road Traffic Injury",50.83,"Mortality"
"Tight Suppression",50,75,75,1,3.75,"Road Traffic Injury",131.01,"Mortality"
"Tight Suppression",50,90,75,0,2.5,"Road Traffic Injury",0.57,"Mortality"
"Tight Suppression",50,90,75,0,3.125,"Road Traffic Injury",52.72,"Mortality"
"Tight Suppression",50,90,75,0,3.75,"Road Traffic Injury",95.51,"Mortality"
"Tight Suppression",50,90,75,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",50,90,75,1,3.125,"Road Traffic Injury",43.03,"Mortality"
"Tight Suppression",50,90,75,1,3.75,"Road Traffic Injury",108.11,"Mortality"
"Tight Suppression",75,50,75,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,50,75,0,3.125,"Road Traffic Injury",49.02,"Mortality"
"Tight Suppression",75,50,75,0,3.75,"Road Traffic Injury",141.27,"Mortality"
"Tight Suppression",75,50,75,1,2.5,"Road Traffic Injury",0.21,"Mortality"
"Tight Suppression",75,50,75,1,3.125,"Road Traffic Injury",42.09,"Mortality"
"Tight Suppression",75,50,75,1,3.75,"Road Traffic Injury",142.35,"Mortality"
"Tight Suppression",75,75,75,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,75,75,0,3.125,"Road Traffic Injury",36.81,"Mortality"
"Tight Suppression",75,75,75,0,3.75,"Road Traffic Injury",99.26,"Mortality"
"Tight Suppression",75,75,75,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,75,75,1,3.125,"Road Traffic Injury",30.77,"Mortality"
"Tight Suppression",75,75,75,1,3.75,"Road Traffic Injury",103.97,"Mortality"
"Tight Suppression",75,90,75,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,90,75,0,3.125,"Road Traffic Injury",33.5,"Mortality"
"Tight Suppression",75,90,75,0,3.75,"Road Traffic Injury",84.72,"Mortality"
"Tight Suppression",75,90,75,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,90,75,1,3.125,"Road Traffic Injury",27.19,"Mortality"
"Tight Suppression",75,90,75,1,3.75,"Road Traffic Injury",85.1,"Mortality"
"Tight Suppression",90,50,75,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,50,75,0,3.125,"Road Traffic Injury",25.79,"Mortality"
"Tight Suppression",90,50,75,0,3.75,"Road Traffic Injury",108.44,"Mortality"
"Tight Suppression",90,50,75,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,50,75,1,3.125,"Road Traffic Injury",20.72,"Mortality"
"Tight Suppression",90,50,75,1,3.75,"Road Traffic Injury",119.6,"Mortality"
"Tight Suppression",90,75,75,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,75,75,0,3.125,"Road Traffic Injury",20.37,"Mortality"
"Tight Suppression",90,75,75,0,3.75,"Road Traffic Injury",79.39,"Mortality"
"Tight Suppression",90,75,75,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,75,75,1,3.125,"Road Traffic Injury",16.88,"Mortality"
"Tight Suppression",90,75,75,1,3.75,"Road Traffic Injury",85.01,"Mortality"
"Tight Suppression",90,90,75,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,90,75,0,3.125,"Road Traffic Injury",19.29,"Mortality"
"Tight Suppression",90,90,75,0,3.75,"Road Traffic Injury",76.88,"Mortality"
"Tight Suppression",90,90,75,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,90,75,1,3.125,"Road Traffic Injury",14.86,"Mortality"
"Tight Suppression",90,90,75,1,3.75,"Road Traffic Injury",77.59,"Mortality"
"Tight Suppression",50,50,90,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",50,50,90,0,3.125,"Road Traffic Injury",60.72,"Mortality"
"Tight Suppression",50,50,90,0,3.75,"Road Traffic Injury",145.16,"Mortality"
"Tight Suppression",50,50,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",50,50,90,1,3.125,"Road Traffic Injury",53.02,"Mortality"
"Tight Suppression",50,50,90,1,3.75,"Road Traffic Injury",156.9,"Mortality"
"Tight Suppression",50,75,90,0,2.5,"Road Traffic Injury",0.23,"Mortality"
"Tight Suppression",50,75,90,0,3.125,"Road Traffic Injury",46.77,"Mortality"
"Tight Suppression",50,75,90,0,3.75,"Road Traffic Injury",99.96,"Mortality"
"Tight Suppression",50,75,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",50,75,90,1,3.125,"Road Traffic Injury",39.2,"Mortality"
"Tight Suppression",50,75,90,1,3.75,"Road Traffic Injury",112.26,"Mortality"
"Tight Suppression",50,90,90,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",50,90,90,0,3.125,"Road Traffic Injury",43.03,"Mortality"
"Tight Suppression",50,90,90,0,3.75,"Road Traffic Injury",83.49,"Mortality"
"Tight Suppression",50,90,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",50,90,90,1,3.125,"Road Traffic Injury",37.48,"Mortality"
"Tight Suppression",50,90,90,1,3.75,"Road Traffic Injury",92.47,"Mortality"
"Tight Suppression",75,50,90,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,50,90,0,3.125,"Road Traffic Injury",31.87,"Mortality"
"Tight Suppression",75,50,90,0,3.75,"Road Traffic Injury",108.62,"Mortality"
"Tight Suppression",75,50,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,50,90,1,3.125,"Road Traffic Injury",27.59,"Mortality"
"Tight Suppression",75,50,90,1,3.75,"Road Traffic Injury",116.83,"Mortality"
"Tight Suppression",75,75,90,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,75,90,0,3.125,"Road Traffic Injury",26.95,"Mortality"
"Tight Suppression",75,75,90,0,3.75,"Road Traffic Injury",80.56,"Mortality"
"Tight Suppression",75,75,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,75,90,1,3.125,"Road Traffic Injury",19.52,"Mortality"
"Tight Suppression",75,75,90,1,3.75,"Road Traffic Injury",77.56,"Mortality"
"Tight Suppression",75,90,90,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,90,90,0,3.125,"Road Traffic Injury",21.69,"Mortality"
"Tight Suppression",75,90,90,0,3.75,"Road Traffic Injury",77.18,"Mortality"
"Tight Suppression",75,90,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",75,90,90,1,3.125,"Road Traffic Injury",18.48,"Mortality"
"Tight Suppression",75,90,90,1,3.75,"Road Traffic Injury",73.9,"Mortality"
"Tight Suppression",90,50,90,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,50,90,0,3.125,"Road Traffic Injury",11.66,"Mortality"
"Tight Suppression",90,50,90,0,3.75,"Road Traffic Injury",76.51,"Mortality"
"Tight Suppression",90,50,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,50,90,1,3.125,"Road Traffic Injury",8.77,"Mortality"
"Tight Suppression",90,50,90,1,3.75,"Road Traffic Injury",85.9,"Mortality"
"Tight Suppression",90,75,90,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,75,90,0,3.125,"Road Traffic Injury",10.5,"Mortality"
"Tight Suppression",90,75,90,0,3.75,"Road Traffic Injury",72.41,"Mortality"
"Tight Suppression",90,75,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,75,90,1,3.125,"Road Traffic Injury",8,"Mortality"
"Tight Suppression",90,75,90,1,3.75,"Road Traffic Injury",66.18,"Mortality"
"Tight Suppression",90,90,90,0,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,90,90,0,3.125,"Road Traffic Injury",8.78,"Mortality"
"Tight Suppression",90,90,90,0,3.75,"Road Traffic Injury",70.07,"Mortality"
"Tight Suppression",90,90,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Tight Suppression",90,90,90,1,3.125,"Road Traffic Injury",4.6,"Mortality"
"Tight Suppression",90,90,90,1,3.75,"Road Traffic Injury",65.4,"Mortality"
"Loose Suppression",50,50,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",50,50,60,0,3.125,"Road Traffic Injury",18.5,"Morbidity"
"Loose Suppression",50,50,60,0,3.75,"Road Traffic Injury",28.99,"Morbidity"
"Loose Suppression",50,50,60,1,2.5,"Road Traffic Injury",0.08,"Morbidity"
"Loose Suppression",50,50,60,1,3.125,"Road Traffic Injury",13.68,"Morbidity"
"Loose Suppression",50,50,60,1,3.75,"Road Traffic Injury",26.69,"Morbidity"
"Loose Suppression",50,75,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",50,75,60,0,3.125,"Road Traffic Injury",13.5,"Morbidity"
"Loose Suppression",50,75,60,0,3.75,"Road Traffic Injury",25.23,"Morbidity"
"Loose Suppression",50,75,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",50,75,60,1,3.125,"Road Traffic Injury",10.11,"Morbidity"
"Loose Suppression",50,75,60,1,3.75,"Road Traffic Injury",25.08,"Morbidity"
"Loose Suppression",50,90,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",50,90,60,0,3.125,"Road Traffic Injury",12.12,"Morbidity"
"Loose Suppression",50,90,60,0,3.75,"Road Traffic Injury",21.85,"Morbidity"
"Loose Suppression",50,90,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",50,90,60,1,3.125,"Road Traffic Injury",9.15,"Morbidity"
"Loose Suppression",50,90,60,1,3.75,"Road Traffic Injury",21.37,"Morbidity"
"Loose Suppression",75,50,60,0,2.5,"Road Traffic Injury",0.05,"Morbidity"
"Loose Suppression",75,50,60,0,3.125,"Road Traffic Injury",13.18,"Morbidity"
"Loose Suppression",75,50,60,0,3.75,"Road Traffic Injury",27.15,"Morbidity"
"Loose Suppression",75,50,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",75,50,60,1,3.125,"Road Traffic Injury",10.05,"Morbidity"
"Loose Suppression",75,50,60,1,3.75,"Road Traffic Injury",25.67,"Morbidity"
"Loose Suppression",75,75,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",75,75,60,0,3.125,"Road Traffic Injury",9.97,"Morbidity"
"Loose Suppression",75,75,60,0,3.75,"Road Traffic Injury",22.58,"Morbidity"
"Loose Suppression",75,75,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",75,75,60,1,3.125,"Road Traffic Injury",7.27,"Morbidity"
"Loose Suppression",75,75,60,1,3.75,"Road Traffic Injury",21.96,"Morbidity"
"Loose Suppression",75,90,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",75,90,60,0,3.125,"Road Traffic Injury",8.64,"Morbidity"
"Loose Suppression",75,90,60,0,3.75,"Road Traffic Injury",18.31,"Morbidity"
"Loose Suppression",75,90,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",75,90,60,1,3.125,"Road Traffic Injury",5.95,"Morbidity"
"Loose Suppression",75,90,60,1,3.75,"Road Traffic Injury",17.83,"Morbidity"
"Loose Suppression",90,50,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",90,50,60,0,3.125,"Road Traffic Injury",10.02,"Morbidity"
"Loose Suppression",90,50,60,0,3.75,"Road Traffic Injury",24.6,"Morbidity"
"Loose Suppression",90,50,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",90,50,60,1,3.125,"Road Traffic Injury",7.95,"Morbidity"
"Loose Suppression",90,50,60,1,3.75,"Road Traffic Injury",23.9,"Morbidity"
"Loose Suppression",90,75,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",90,75,60,0,3.125,"Road Traffic Injury",7.14,"Morbidity"
"Loose Suppression",90,75,60,0,3.75,"Road Traffic Injury",18.82,"Morbidity"
"Loose Suppression",90,75,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",90,75,60,1,3.125,"Road Traffic Injury",5,"Morbidity"
"Loose Suppression",90,75,60,1,3.75,"Road Traffic Injury",19.3,"Morbidity"
"Loose Suppression",90,90,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",90,90,60,0,3.125,"Road Traffic Injury",5.35,"Morbidity"
"Loose Suppression",90,90,60,0,3.75,"Road Traffic Injury",15.36,"Morbidity"
"Loose Suppression",90,90,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Loose Suppression",90,90,60,1,3.125,"Road Traffic Injury",3.5,"Morbidity"
"Loose Suppression",90,90,60,1,3.75,"Road Traffic Injury",15.27,"Morbidity"
"Loose Suppression",50,50,75,0,2.5,"Road Traffic Injury",0.07,"Morbidity"
"Loose Suppression",50,50,75,0,3.125,"Road Traffic Injury",14.4,"Morbidity"
"Loose Suppression",50,50,75,0,3.75,"Road Traffic Injury",27.32,"Morbidity"
"Loose Suppression",50,50,75,1,2.5,"Road Traffic Injury",0.06,"Morbidity"
"Loose Suppression",50,50,75,1,3.125,"Road Traffic Injury",11.39,"Morbidity"
"Loose Suppression",50,50,75,1,3.75,"Road Traffic Injury",25.69,"Morbidity"
"Loose Suppression",50,75,75,0,2.5,"Road Traffic Injury",0,"Morbidity"
